date,open,high,low,close,volume
2022-08-12,70.0,73.8,60.1,60.1,1191336.25
2022-08-15,57.0,61.19,56.7,56.82,594756.3
2022-08-16,56.0,61.66,55.01,60.69,452262.22
2022-08-17,60.35,61.86,56.8,57.64,309650.39
2022-08-18,57.02,58.79,55.5,57.65,203799.82
2022-08-19,58.01,59.1,54.02,54.26,198562.38
2022-08-22,54.0,56.96,53.95,56.35,171201.14
2022-08-23,55.93,60.83,55.8,59.87,216655.93
2022-08-24,59.3,60.96,57.23,58.75,122857.93
2022-08-25,59.01,59.3,54.35,55.3,132148.91
2022-08-26,54.81,55.94,50.0,50.2,213652.87
2022-08-29,49.04,51.27,48.69,49.09,116266.38
2022-08-30,49.02,52.77,48.92,51.74,164271.56
2022-08-31,52.0,53.76,50.0,50.18,121206.06
2022-09-01,57.1,59.8,53.85,54.47,444211.94
2022-09-02,54.91,59.8,54.91,56.1,269763.89
2022-09-05,55.1,55.62,51.27,52.17,203277.15
2022-09-06,52.95,53.58,51.34,53.3,123815.16
2022-09-07,53.6,57.29,53.3,54.87,149131.9
2022-09-08,54.86,57.2,54.51,56.62,127929.81
2022-09-09,57.01,57.48,54.92,55.8,67040.55
2022-09-13,56.19,58.22,55.58,55.81,77997.66
2022-09-14,55.0,59.49,54.33,59.21,140250.63
2022-09-15,58.51,61.4,55.8,56.2,167680.23
2022-09-16,55.89,65.2,55.67,62.6,273951.63
2022-09-19,62.6,68.03,62.08,62.87,219333.51
2022-09-20,63.5,64.88,61.01,62.71,118990.13
2022-09-21,62.5,63.0,60.06,60.81,101931.4
2022-09-22,60.58,65.59,60.4,63.34,115632.34
2022-09-23,62.79,64.34,60.8,61.12,107188.89
2022-09-26,60.31,62.36,59.33,60.3,94317.01
2022-09-27,60.3,61.75,58.11,61.75,103986.08
2022-09-28,60.8,61.05,57.37,58.19,106874.92
2022-09-29,58.92,61.58,58.0,60.9,100620.79
2022-09-30,60.78,61.98,58.81,58.82,71633.33
2022-10-10,55.9,55.9,47.06,47.06,171923.03
2022-10-11,45.97,46.45,37.73,38.0,425147.6
2022-10-12,37.19,39.03,36.22,38.55,345001.24
2022-10-13,37.8,40.64,37.45,38.8,277867.01
2022-10-14,39.2,39.46,37.49,38.92,264734.53
2022-10-17,38.11,41.2,38.03,40.58,314422.74
2022-10-18,40.15,40.49,39.35,39.76,176666.65
2022-10-19,39.49,40.17,37.6,37.8,214937.81
2022-10-20,37.4,41.86,37.2,39.7,380892.92
2022-10-21,39.0,39.0,37.8,38.35,209235.05
2022-10-24,38.35,39.99,38.29,38.8,203437.18
2022-10-25,38.59,39.76,37.76,38.89,163500.62
2022-10-26,39.11,40.3,38.1,39.94,231387.19
2022-10-27,40.45,40.5,38.68,39.4,251736.27
2022-10-28,39.26,40.37,38.8,38.95,213787.5
2022-10-31,39.18,46.29,39.11,44.68,402483.29
2022-11-01,44.0,46.15,43.89,45.07,233739.2
2022-11-02,45.09,46.2,44.21,44.58,183410.68
2022-11-03,44.57,45.47,43.61,44.91,181953.28
2022-11-04,44.11,44.87,43.1,44.34,192574.66
2022-11-07,44.0,44.25,42.58,43.59,191386.19
2022-11-08,43.58,48.13,43.58,47.03,319936.67
2022-11-09,47.0,50.37,46.97,49.39,259015.82
2022-11-10,48.7,49.3,46.09,46.25,197360.91
2022-11-11,47.88,47.9,46.01,46.6,143905.87
2022-11-14,46.68,46.8,44.54,45.6,119376.12
2022-11-15,45.6,48.55,45.13,47.56,138275.9
2022-11-16,47.95,47.95,45.56,45.77,119870.54
2022-11-17,45.46,47.38,44.7,46.89,113833.54
2022-11-18,46.51,47.38,45.42,45.75,90007.89
2022-11-21,45.11,46.39,45.11,45.74,60457.14
2022-11-22,45.68,46.98,45.0,45.53,90954.3
2022-11-23,45.58,45.91,41.99,43.6,146016.65
2022-11-24,43.56,44.67,43.42,43.98,75566.08
2022-11-25,43.6,45.15,43.02,43.46,79239.05
2022-11-28,42.7,43.59,41.66,41.91,99617.86
2022-11-29,41.85,42.72,41.58,42.12,84467.91
2022-11-30,42.18,42.3,41.06,41.44,84755.04
2022-12-01,42.09,43.5,41.96,42.71,106372.05
2022-12-02,42.4,44.5,42.31,43.25,95108.21
2022-12-05,43.88,44.17,42.92,43.65,67060.85
2022-12-06,43.15,46.5,43.15,45.07,132443.51
2022-12-07,45.0,45.74,44.58,45.2,69874.22
2022-12-08,45.0,46.15,44.6,45.28,75565.3
2022-12-09,45.14,46.77,45.04,45.75,123363.7
2022-12-12,45.36,47.35,44.95,46.21,89021.93
2022-12-13,46.03,46.33,44.8,44.89,67966.36
2022-12-14,46.42,46.65,44.6,44.61,68067.94
2022-12-15,44.26,45.63,44.12,44.24,61142.17
2022-12-16,44.26,44.26,42.85,43.11,62267.26
2022-12-19,43.05,43.28,41.6,41.84,48171.18
2022-12-20,41.96,42.42,41.43,41.83,36751.07
2022-12-21,41.83,41.84,40.2,40.51,45783.71
