date,open,high,low,close,volume
2020-07-20,250.0,295.0,205.6,212.4,242376.13
2020-07-21,208.0,285.6,202.0,274.0,175848.95
2020-07-22,260.0,284.33,257.77,281.0,127018.27
2020-07-23,274.92,297.77,268.0,281.5,99202.07
2020-07-24,273.0,276.0,240.44,259.33,113852.55
2020-07-27,252.28,257.9,227.94,234.01,83388.69
2020-07-28,236.0,243.8,227.5,238.64,59775.62
2020-07-29,234.53,245.78,229.66,241.5,54732.6
2020-07-30,240.0,254.99,236.36,243.17,61808.75
2020-07-31,238.01,255.55,237.1,249.6,56294.13
2020-08-03,250.01,257.88,247.01,249.5,69721.66
2020-08-04,250.97,252.88,232.99,235.0,59089.43
2020-08-05,246.0,246.0,236.79,236.92,40822.17
2020-08-06,233.96,247.45,231.8,243.83,50131.07
2020-08-07,240.98,240.98,223.37,227.44,48537.51
2020-08-10,219.99,225.89,218.0,222.5,25177.23
2020-08-11,220.88,226.3,219.1,221.49,22435.43
2020-08-12,220.33,222.0,213.5,217.76,20281.45
2020-08-13,219.0,219.6,212.0,212.5,17440.22
2020-08-14,212.33,213.9,207.5,212.68,16535.98
2020-08-17,213.0,219.8,209.68,219.08,20562.19
2020-08-18,219.18,219.18,212.3,213.81,18394.68
2020-08-19,213.88,214.5,204.87,205.2,19689.58
2020-08-20,204.0,207.27,200.11,201.51,16340.59
2020-08-21,202.5,205.62,201.11,204.95,10811.1
2020-08-24,206.3,207.84,196.5,197.9,20422.84
2020-08-25,198.38,199.88,189.66,189.98,26476.56
2020-08-26,189.66,190.92,173.51,176.4,39256.19
2020-08-27,177.2,188.87,170.51,182.56,32637.07
2020-08-28,177.73,177.88,168.02,174.28,35135.09
2020-08-31,173.0,177.2,170.0,170.0,22032.73
2020-09-01,170.21,173.8,169.03,171.18,15941.61
2020-09-02,170.99,172.35,167.12,167.76,14696.48
2020-09-03,167.9,172.56,164.28,170.09,25847.63
2020-09-04,166.78,182.3,166.78,174.53,34315.03
2020-09-07,170.4,172.8,163.52,163.52,28282.12
2020-09-08,163.51,163.51,160.01,160.86,14651.81
2020-09-09,159.0,165.9,155.0,160.68,22428.34
2020-09-10,162.0,165.77,157.33,157.58,14548.94
2020-09-11,158.07,162.89,155.55,161.96,13741.64
2020-09-14,164.0,167.5,163.0,164.72,15502.97
2020-09-15,163.5,170.87,161.26,169.34,21914.87
2020-09-16,167.0,170.55,165.39,166.77,14205.41
2020-09-17,166.76,178.0,163.78,174.22,30093.37
2020-09-18,173.0,176.5,172.01,174.26,16299.83
2020-09-21,173.99,176.88,169.5,170.77,14331.84
2020-09-22,169.98,170.71,166.68,167.65,10238.86
2020-09-23,168.03,172.9,167.04,170.75,13194.98
2020-09-24,169.0,170.67,164.01,164.51,11288.01
2020-09-25,165.0,165.77,161.52,162.45,8240.78
2020-09-28,162.45,163.42,156.5,156.88,10276.27
2020-09-29,157.9,162.58,157.02,161.36,8755.55
2020-09-30,162.11,163.5,159.8,160.19,6035.38
2020-10-09,164.0,164.98,163.07,163.73,6987.62
2020-10-12,164.94,175.65,164.03,174.3,20653.51
2020-10-13,174.3,174.3,170.66,171.9,12733.04
2020-10-14,171.0,172.74,168.28,168.35,9564.48
2020-10-15,167.98,175.0,167.69,169.17,14965.6
2020-10-16,170.49,173.98,170.0,171.4,12265.07
2020-10-19,172.2,186.37,172.2,182.71,35739.09
2020-10-20,181.45,185.88,178.53,182.96,20336.31
2020-10-21,182.69,187.01,178.3,186.4,25549.78
2020-10-22,186.0,189.98,179.08,179.18,22442.38
2020-10-23,179.51,180.2,172.01,172.01,21282.52
2020-10-26,170.02,172.9,166.56,169.8,12594.69
2020-10-27,169.88,190.39,168.88,187.43,29218.81
2020-10-28,187.0,190.04,182.72,183.89,20885.9
2020-10-29,181.02,186.82,181.0,183.12,17467.69
2020-10-30,183.43,193.88,183.43,187.08,30452.77
2020-11-02,187.01,193.38,181.08,184.11,20267.38
2020-11-03,185.95,190.66,183.03,184.92,20357.23
2020-11-04,186.0,187.93,178.0,178.93,20865.95
2020-11-05,182.0,184.63,179.13,183.38,14508.13
2020-11-06,183.3,192.15,182.66,188.7,23664.22
2020-11-09,190.02,202.99,190.0,197.18,37004.45
2020-11-10,193.22,193.22,187.5,188.35,24907.11
2020-11-11,186.0,188.29,179.0,179.0,18596.47
2020-11-12,181.0,183.68,179.51,181.08,10089.85
2020-11-13,180.0,181.79,175.8,179.2,10575.1
2020-11-16,179.58,182.18,172.51,173.32,15178.48
2020-11-17,174.0,175.0,167.11,171.0,13862.72
2020-11-18,170.77,172.99,168.08,170.32,8903.85
2020-11-19,169.0,172.5,166.71,171.17,7527.89
2020-11-20,171.5,173.3,169.47,169.77,6598.06
2020-11-23,168.65,170.67,166.78,168.88,7563.93
2020-11-24,168.88,172.84,168.66,169.62,8907.71
2020-11-25,169.62,170.31,166.81,166.91,7338.4
2020-11-26,166.92,168.37,162.82,163.0,9455.16
2020-11-27,162.0,164.78,161.24,163.99,6676.04
2020-11-30,165.0,168.66,164.1,166.28,9071.11
2020-12-01,165.03,167.78,165.03,166.43,6502.92
2020-12-02,166.76,171.69,166.76,170.0,11446.97
2020-12-03,168.9,169.99,167.01,167.92,8249.22
2020-12-04,167.99,169.85,166.01,166.42,6733.02
2020-12-07,168.36,170.89,166.55,166.66,6808.11
2020-12-08,166.1,168.5,160.0,161.0,14693.93
2020-12-09,161.0,162.45,158.33,159.0,8341.08
2020-12-10,159.12,161.83,158.19,158.6,6805.22
2020-12-11,162.0,165.0,160.3,163.22,11217.08
2020-12-14,162.0,163.0,159.0,160.43,6873.12
2020-12-15,160.5,160.96,158.84,159.25,5062.69
2020-12-16,159.25,159.6,157.01,157.63,6474.82
2020-12-17,156.13,158.51,154.1,158.15,9600.64
2020-12-18,159.68,162.5,158.69,159.66,7365.11
2020-12-21,160.5,163.6,157.66,162.06,7971.58
2020-12-22,162.0,163.5,157.58,157.98,7143.12
2020-12-23,156.56,159.94,155.17,158.0,8206.54
2020-12-24,158.0,159.77,154.55,155.02,7530.1
