date,open,high,low,close,volume
2019-12-10,5.6,5.65,5.53,5.61,16194729.12
2019-12-11,5.58,5.64,5.55,5.63,4633862.64
2019-12-12,5.6,5.61,5.56,5.6,2247118.48
2019-12-13,5.61,5.61,5.58,5.59,1570367.24
2019-12-16,5.59,5.59,5.56,5.58,1438749.9
2019-12-17,5.58,6.14,5.56,5.85,4561198.5
2019-12-18,5.78,5.84,5.71,5.72,2200642.05
2019-12-19,5.73,5.83,5.7,5.74,1410280.76
2019-12-20,5.75,5.84,5.72,5.75,1762430.52
2019-12-23,5.76,5.88,5.74,5.82,1709986.38
2019-12-24,5.83,5.83,5.74,5.8,1311897.34
2019-12-25,5.78,5.8,5.68,5.69,1568358.2
2019-12-26,5.68,5.69,5.63,5.69,1185756.93
2019-12-27,5.68,5.76,5.67,5.74,1309059.32
2019-12-30,5.71,5.91,5.66,5.81,1789527.54
2019-12-31,5.8,5.88,5.79,5.86,1224430.8
2020-01-02,5.9,6.02,5.9,5.93,1518237.98
2020-01-03,5.93,6.01,5.85,5.98,1364281.36
2020-01-06,5.94,5.97,5.87,5.91,884076.94
2020-01-07,5.89,5.94,5.88,5.92,534210.82
2020-01-08,5.88,5.89,5.81,5.85,921083.45
2020-01-09,5.85,5.88,5.8,5.87,616591.92
2020-01-10,5.85,5.92,5.82,5.9,694748.44
2020-01-13,5.87,5.88,5.76,5.79,1734636.56
2020-01-14,5.79,5.79,5.75,5.76,1074266.82
2020-01-15,5.75,5.76,5.7,5.7,666909.64
2020-01-16,5.72,5.73,5.64,5.64,819470.17
2020-01-17,5.66,5.71,5.66,5.67,570035.97
2020-01-20,5.68,5.73,5.68,5.72,515144.68
2020-01-21,5.71,5.73,5.66,5.66,435683.45
2020-01-22,5.65,5.73,5.6,5.71,673945.0
2020-01-23,5.68,5.69,5.57,5.67,648748.34
2020-02-03,5.38,5.56,5.21,5.5,1769614.51
2020-02-04,5.42,5.55,5.42,5.54,969110.67
2020-02-05,5.51,5.54,5.46,5.5,855266.03
2020-02-06,5.51,5.52,5.47,5.52,758456.43
2020-02-07,5.5,5.5,5.45,5.5,841064.42
2020-02-10,5.47,5.51,5.44,5.51,862795.16
2020-02-11,5.49,5.53,5.47,5.51,451187.58
2020-02-12,5.49,5.5,5.46,5.5,349541.4
2020-02-13,5.5,5.51,5.46,5.5,476363.04
2020-02-14,5.48,5.5,5.47,5.5,324974.5
2020-02-17,5.49,5.56,5.48,5.56,721277.54
2020-02-18,5.54,5.54,5.49,5.52,597866.03
2020-02-19,5.5,5.52,5.49,5.5,384438.22
2020-02-20,5.5,5.58,5.48,5.56,923256.44
2020-02-21,5.53,5.56,5.51,5.52,676597.4
2020-02-24,5.5,5.52,5.49,5.5,549826.52
2020-02-25,5.48,5.5,5.46,5.5,817348.52
2020-02-26,5.48,5.57,5.48,5.52,724116.42
2020-02-27,5.51,5.55,5.49,5.52,534604.59
2020-02-28,5.49,5.52,5.47,5.5,605960.71
2020-03-02,5.49,5.53,5.48,5.53,636619.48
2020-03-03,5.53,5.56,5.5,5.52,622272.8
2020-03-04,5.5,5.51,5.48,5.5,444542.21
2020-03-05,5.5,5.7,5.5,5.62,1600005.95
2020-03-06,5.56,5.56,5.5,5.51,686978.9
2020-03-09,5.48,5.5,5.47,5.49,669293.67
2020-03-10,5.46,5.5,5.42,5.5,552810.95
2020-03-11,5.49,5.51,5.47,5.51,405264.22
2020-03-12,5.5,5.54,5.48,5.51,396899.35
2020-03-13,5.45,5.55,5.37,5.55,989407.27
2020-03-16,5.52,5.52,5.43,5.44,660944.22
2020-03-17,5.42,5.46,5.35,5.37,430857.2
2020-03-18,5.38,5.4,5.3,5.3,306722.37
2020-03-19,5.26,5.28,5.17,5.23,408256.51
2020-03-20,5.23,5.26,5.21,5.26,232258.42
2020-03-23,5.15,5.18,5.08,5.08,307553.12
2020-03-24,5.13,5.16,5.05,5.14,337141.43
2020-03-25,5.21,5.26,5.13,5.17,564048.76
2020-03-26,5.17,5.35,5.15,5.28,648458.55
2020-03-27,5.3,5.35,5.24,5.3,409418.72
2020-03-30,5.25,5.27,5.18,5.26,293341.89
2020-03-31,5.26,5.29,5.22,5.27,158235.51
2020-04-01,5.26,5.27,5.22,5.26,149103.14
2020-04-02,5.23,5.27,5.21,5.27,199794.18
2020-04-03,5.25,5.27,5.23,5.26,112720.65
2020-04-07,5.29,5.3,5.27,5.29,194740.5
2020-04-08,5.28,5.29,5.25,5.27,121215.42
2020-04-09,5.28,5.29,5.22,5.26,209370.71
2020-04-10,5.26,5.26,5.23,5.24,147998.46
2020-04-13,5.23,5.25,5.2,5.24,180450.77
2020-04-14,5.23,5.26,5.22,5.26,150745.46
2020-04-15,5.28,5.28,5.23,5.25,113636.83
2020-04-16,5.24,5.25,5.2,5.24,269079.35
2020-04-17,5.24,5.26,5.21,5.26,296613.26
2020-04-20,5.25,5.25,5.21,5.23,160135.88
2020-04-21,5.2,5.23,5.18,5.19,129242.96
2020-04-22,5.18,5.18,5.14,5.15,182079.89
2020-04-23,5.16,5.16,5.1,5.1,178544.57
2020-04-24,5.1,5.1,5.05,5.06,223643.86
2020-04-27,5.07,5.13,5.06,5.07,290516.36
2020-04-28,5.06,5.07,4.94,5.02,271694.84
2020-04-29,5.02,5.13,5.02,5.13,378863.0
2020-04-30,5.15,5.23,5.14,5.22,407503.9
2020-05-06,5.16,5.17,5.11,5.16,460246.93
2020-05-07,5.14,5.15,5.12,5.15,222132.04
2020-05-08,5.14,5.18,5.14,5.17,206024.61
2020-05-11,5.17,5.19,5.15,5.18,226008.55
2020-05-12,5.18,5.22,5.15,5.16,201285.0
2020-05-13,5.15,5.16,5.11,5.15,287739.69
2020-05-14,5.14,5.14,5.06,5.1,397901.61
2020-05-15,5.08,5.09,5.04,5.08,328174.53
2020-05-18,5.08,5.08,5.03,5.07,285676.15
2020-05-19,5.07,5.1,5.06,5.1,191667.39
2020-05-20,5.09,5.11,5.07,5.1,144925.28
2020-05-21,5.09,5.11,5.07,5.11,193839.68
2020-05-22,5.1,5.1,5.05,5.08,199816.45
2020-05-25,5.07,5.09,5.04,5.09,206544.26
2020-05-26,5.09,5.11,5.07,5.09,185722.82
2020-05-27,5.09,5.09,5.04,5.08,238410.08
2020-05-28,5.08,5.11,5.05,5.1,386242.37
2020-05-29,5.07,5.09,5.04,5.08,379782.82
2020-06-01,5.09,5.11,5.08,5.1,507299.22
2020-06-02,5.09,5.1,5.07,5.1,349830.74
2020-06-03,5.1,5.15,5.09,5.14,457866.21
2020-06-04,5.15,5.16,5.1,5.14,356759.86
2020-06-05,5.12,5.15,5.11,5.15,205516.68
2020-06-08,5.15,5.22,5.14,5.22,512712.85
2020-06-09,5.22,5.27,5.19,5.22,407397.47
2020-06-10,4.88,4.89,4.71,4.85,4120246.53
2020-06-11,4.77,4.82,4.74,4.76,1662353.85
2020-06-12,4.73,4.75,4.7,4.7,1740415.37
2020-06-15,4.7,4.7,4.63,4.66,1162820.08
2020-06-16,4.67,4.68,4.65,4.68,664962.98
2020-06-17,4.66,4.67,4.6,4.64,714436.47
2020-06-18,4.62,4.63,4.58,4.62,840955.89
2020-06-19,4.61,4.62,4.58,4.62,892100.45
2020-06-22,4.61,4.63,4.58,4.61,870847.32
2020-06-23,4.59,4.6,4.55,4.56,745220.88
2020-06-24,4.56,4.6,4.55,4.58,644974.7
2020-06-29,4.6,4.62,4.54,4.55,682416.5
2020-06-30,4.56,4.57,4.53,4.57,613114.01
2020-07-01,4.55,4.61,4.54,4.6,747077.69
2020-07-02,4.58,4.67,4.58,4.67,1619224.57
2020-07-03,4.67,4.79,4.66,4.77,1789480.19
2020-07-06,4.82,5.25,4.82,5.25,3539269.04
2020-07-07,5.49,5.5,5.12,5.19,3559933.81
2020-07-08,5.12,5.26,5.1,5.19,2264112.34
2020-07-09,5.18,5.21,5.12,5.15,1621733.82
2020-07-10,5.12,5.12,4.88,4.9,2174791.04
2020-07-13,4.86,4.96,4.84,4.94,1621416.17
2020-07-14,4.9,4.94,4.84,4.88,1153489.61
2020-07-15,4.89,4.9,4.79,4.81,1127369.9
2020-07-16,4.82,4.88,4.76,4.77,1306158.57
2020-07-17,4.78,4.79,4.68,4.72,1077744.29
2020-07-20,4.73,4.82,4.71,4.81,943553.81
2020-07-21,4.83,4.84,4.75,4.77,716959.05
2020-07-22,4.78,4.84,4.74,4.79,930671.16
2020-07-23,4.75,4.77,4.65,4.71,991445.23
2020-07-24,4.7,4.73,4.6,4.62,1071165.13
2020-07-27,4.62,4.64,4.57,4.59,612456.96
2020-07-28,4.6,4.64,4.59,4.61,547638.54
2020-07-29,4.6,4.66,4.58,4.66,603650.84
2020-07-30,4.65,4.67,4.62,4.63,417348.41
2020-07-31,4.63,4.66,4.62,4.64,482824.65
2020-08-03,4.65,4.68,4.64,4.68,653823.07
2020-08-04,4.68,4.76,4.65,4.75,1006848.73
2020-08-05,4.72,4.72,4.66,4.67,688223.99
2020-08-06,4.68,4.7,4.63,4.66,624656.34
2020-08-07,4.65,4.67,4.61,4.63,539886.1
2020-08-10,4.63,4.67,4.61,4.66,436660.85
2020-08-11,4.65,4.72,4.64,4.65,690311.05
2020-08-12,4.63,4.65,4.59,4.63,729816.87
2020-08-13,4.66,4.67,4.63,4.64,541126.31
2020-08-14,4.65,4.69,4.63,4.69,568025.34
2020-08-17,4.7,4.88,4.69,4.83,2160709.17
2020-08-18,4.8,4.83,4.75,4.78,996482.75
2020-08-19,4.77,4.82,4.74,4.77,671539.78
2020-08-20,4.75,4.76,4.7,4.7,591346.03
2020-08-21,4.72,4.73,4.7,4.72,329585.34
2020-08-24,4.71,4.72,4.68,4.69,520514.69
