date,open,high,low,close,volume
2018-01-02,70.21,72.8,70.18,72.59,1236163.17
2018-01-03,73.4,73.9,70.11,70.97,1794054.92
2018-01-04,71.02,72.2,70.55,71.18,1061157.84
2018-01-05,71.59,71.88,70.45,70.89,772075.81
2018-01-08,70.79,70.79,69.32,70.01,1228729.53
2018-01-09,70.3,72.08,70.03,71.87,1239491.15
2018-01-10,71.6,71.87,70.71,71.72,828123.01
2018-01-11,71.05,73.12,71.0,72.65,1096288.95
2018-01-12,72.66,74.5,72.33,74.41,1282662.94
2018-01-15,75.35,78.5,75.35,77.65,2006598.66
2018-01-16,77.68,79.48,77.2,77.81,1501643.17
2018-01-17,78.1,79.35,76.5,77.34,1413574.16
2018-01-18,78.56,80.11,77.08,77.61,2074471.38
2018-01-19,78.3,79.06,76.89,77.59,1553809.12
2018-01-22,77.11,79.2,77.05,78.74,1215882.86
2018-01-23,80.3,81.28,78.29,78.76,1919898.4
2018-01-24,79.0,79.44,76.38,76.44,1689141.04
2018-01-25,75.93,75.99,74.8,75.29,1234396.52
2018-01-26,75.3,76.85,75.21,76.1,1125546.5
2018-01-29,76.66,76.7,72.89,73.36,1517843.51
2018-01-30,72.9,74.36,72.8,73.38,867816.93
2018-01-31,72.65,75.15,72.52,75.08,934726.29
2018-02-01,75.0,75.6,74.05,75.48,1415762.91
2018-02-02,74.87,76.38,74.13,76.01,1007583.37
2018-02-05,74.4,75.95,74.3,75.71,948054.42
2018-02-06,73.85,74.7,72.5,73.77,2049666.83
2018-02-07,74.6,74.65,70.5,71.38,1747840.83
2018-02-08,70.61,71.5,68.37,68.99,1530108.9
2018-02-09,66.5,66.97,62.2,64.43,2492029.78
2018-02-12,64.66,65.65,64.0,64.96,1029611.77
2018-02-13,66.2,68.35,66.06,67.02,1147957.2
2018-02-14,67.5,69.19,67.2,68.89,646501.88
2018-02-22,70.23,70.42,69.23,69.77,783649.99
2018-02-23,70.25,71.46,69.83,70.64,556011.07
2018-02-26,70.99,71.58,69.6,70.8,693840.92
2018-02-27,71.02,71.19,69.47,69.81,780994.82
2018-02-28,69.2,69.24,67.7,67.76,782170.46
2018-03-01,67.18,69.38,66.88,68.93,663296.17
2018-03-02,68.0,68.66,67.45,67.68,581439.32
2018-03-05,67.66,68.59,67.0,67.88,609823.8
2018-03-06,68.4,69.39,67.4,69.32,657077.23
2018-03-07,68.98,70.18,68.18,68.78,590555.01
2018-03-08,69.06,70.84,68.76,70.54,692681.65
2018-03-09,71.0,71.46,70.31,70.89,476222.0
2018-03-12,71.6,71.86,70.6,71.12,583351.47
2018-03-13,71.2,71.35,69.18,69.42,609492.27
2018-03-14,68.85,69.2,68.26,68.82,514760.79
2018-03-15,68.41,70.7,68.4,70.49,627110.86
2018-03-16,70.7,71.95,70.45,70.51,701326.23
2018-03-19,70.89,73.88,70.48,73.81,924499.82
