date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol,ts_code,daily_return
2024-01-08,180.08892660596254,185.16575580835845,180.0394096115603,184.68382263183594,3202200,0.0,0.0,0.0,SOXX,SOXX,
2024-01-09,182.6009106094483,186.1659224656493,182.32694278015666,184.74652099609375,2944200,0.0,0.0,0.0,SOXX,SOXX,0.0003394902886690865
2024-01-10,185.1657424102709,185.20534693664789,181.79878347059142,184.12594604492188,2821800,0.0,0.0,0.0,SOXX,SOXX,-0.0033590616365922754
2024-01-11,184.38671387615284,186.0074621791031,181.19470403784663,184.80592346191406,3692100,0.0,0.0,0.0,SOXX,SOXX,0.0036930016198057913
2024-01-12,185.05351619185382,185.95138003744108,183.09937038292196,183.99061584472656,2277000,0.0,0.0,0.0,SOXX,SOXX,-0.004411696345628879
2024-01-16,184.21838426264173,187.85931117512402,183.27101856750912,186.5983428955078,4151400,0.0,0.0,0.0,SOXX,SOXX,0.014173152466547378
2024-01-17,184.69371473055062,185.1063361915399,181.7525836502462,184.8884735107422,4971000,0.0,0.0,0.0,SOXX,SOXX,-0.009163368539254035
2024-01-18,190.0214127768737,191.24274624675706,187.96492396433928,190.99188232421875,3552000,0.0,0.0,0.0,SOXX,SOXX,0.03301129971805383
2024-01-19,193.3982463882011,198.71935073016772,192.41457033371907,198.46188354492188,5326800,0.0,0.0,0.0,SOXX,SOXX,0.03911161631478355
2024-01-22,200.10577123684206,201.71331315594432,197.28676290465813,199.1121826171875,5288400,0.0,0.0,0.0,SOXX,SOXX,0.0032766950542340023
2024-01-23,199.18480947567042,200.67022866190953,197.2933720853476,200.43255615234375,3282000,0.0,0.0,0.0,SOXX,SOXX,0.006631304613313294
2024-01-24,202.7464996431553,206.0540291969682,201.15875248523832,203.35057067871094,6283800,0.0,0.0,0.0,SOXX,SOXX,0.01455858560297596
2024-01-25,207.09382382032797,207.2291682488591,201.76282180239264,202.78611755371094,3916800,0.0,0.0,0.0,SOXX,SOXX,-0.0027757636632936844
2024-01-26,198.63683652850105,199.98691112606457,196.63646801641607,197.31976318359375,5781300,0.0,0.0,0.0,SOXX,SOXX,-0.026956255369252946
2024-01-29,197.70927805691096,199.37295532226562,196.26347858094195,199.37295532226562,3467400,0.0,0.0,0.0,SOXX,SOXX,0.010405405447205585
2024-01-30,198.18131044737294,199.39605578788067,195.4745427453188,196.29318237304688,3059100,0.0,0.0,0.0,SOXX,SOXX,-0.015447295468137168
2024-01-31,193.24311500666175,196.98967899542893,191.72469470335565,193.45108032226562,6573600,0.0,0.0,0.0,SOXX,SOXX,-0.014478862772625223
2024-02-01,194.2333915048534,194.89027358480817,191.863330376798,194.40834045410156,3464100,0.0,0.0,0.0,SOXX,SOXX,0.0049483317965517415
2024-02-02,194.40173535673497,197.34617540505607,193.8735944328512,196.89064025878906,4801200,0.0,0.0,0.0,SOXX,SOXX,0.01276848410355913
2024-02-05,198.5708431804406,200.57450601847708,196.38231890726755,199.58091735839844,4735200,0.0,0.0,0.0,SOXX,SOXX,0.013663814064870383
2024-02-06,200.14536766106184,200.30050679793246,195.03883158547856,197.25375366210938,3624000,0.0,0.0,0.0,SOXX,SOXX,-0.01166025152650263
2024-02-07,198.65006448033665,200.45896850218136,196.58367812980111,200.27081298828125,4839300,0.0,0.0,0.0,SOXX,SOXX,0.015295320216516695
2024-02-08,200.90127905426698,205.18588132467272,200.82534897298103,203.7136688232422,2760900,0.0,0.0,0.0,SOXX,SOXX,0.0171910014424439
2024-02-09,204.95482394808022,208.10061117506922,203.74999103643404,207.77052307128906,3518700,0.0,0.0,0.0,SOXX,SOXX,0.019914492098058068
2024-02-12,207.79361044119526,211.23319016185823,206.55907045394457,207.39419555664062,4299900,0.0,0.0,0.0,SOXX,SOXX,-0.001811265183749411
2024-02-13,201.37993718541335,205.3311425537751,200.39955508181902,203.13272094726562,6551400,0.0,0.0,0.0,SOXX,SOXX,-0.020547704326716154
2024-02-14,205.7371553546143,207.82664556140014,204.84260071781,207.72100830078125,3236400,0.0,0.0,0.0,SOXX,SOXX,0.022587633012146613
2024-02-15,209.0710918610666,209.3252649847444,206.6019966272326,207.52294921875,2845500,0.0,0.0,0.0,SOXX,SOXX,-0.0009534860419340152
2024-02-16,209.08098981630775,210.6819435367208,205.73714978184464,206.3478240966797,4103100,0.0,0.0,0.0,SOXX,SOXX,-0.005662627321432301
2024-02-20,204.41345895753022,205.14627110677475,199.7492517414981,202.87522888183594,5547600,0.0,0.0,0.0,SOXX,SOXX,-0.01682884338638213
2024-02-21,200.58109159095335,202.45932228898138,199.52148540053886,202.40980529785156,4487400,0.0,0.0,0.0,SOXX,SOXX,-0.002294137074050906
2024-02-22,210.37826661833898,213.53065726456327,209.4474015010221,212.38523864746094,6676500,0.0,0.0,0.0,SOXX,SOXX,0.049283350354150324
2024-02-23,213.45473142237836,214.55394218000652,208.97537014391193,210.09437561035156,5105100,0.0,0.0,0.0,SOXX,SOXX,-0.010786357148445669
2024-02-26,212.21358146025747,213.11473939261782,210.69185182656398,212.16737365722656,3759000,0.0,0.0,0.0,SOXX,SOXX,0.00986698497212335
2024-02-27,213.19064027572992,213.7352818140836,211.4081344752668,211.95608520507812,4560900,0.0,0.0,0.0,SOXX,SOXX,-0.0009958574143911214
2024-02-28,209.6091406456319,210.69183562541647,208.58915409221513,209.5728302001953,2923800,0.0,0.0,0.0,SOXX,SOXX,-0.01124409805256077
