date,open,high,low,close,volume,dividends,stock splits,symbol,ts_code,daily_return
2024-01-08,47.90808439144691,48.63031681945868,47.8503044747589,48.591796875,18070300,0.0,0.0,CSCO,CSCO,
2024-01-09,48.11031240429956,48.18735229932537,47.59993595687895,48.062164306640625,20489200,0.0,0.0,CSCO,CSCO,-0.010899629205353922
2024-01-10,48.14883165408958,48.45698388279861,47.97549556625771,48.379947662353516,15174200,0.0,0.0,CSCO,CSCO,0.00661192354313056
2024-01-11,48.58217592217388,48.63032402314744,48.18735561664732,48.57254409790039,16458300,0.0,0.0,CSCO,CSCO,0.003980914508031619
2024-01-12,48.6303181740922,48.93847039141724,48.43772211989801,48.47624206542969,18785400,0.0,0.0,CSCO,CSCO,-0.0019826433689905665
2024-01-16,48.38957541039665,48.71698760986328,48.216239324004654,48.71698760986328,17015900,0.0,0.0,CSCO,CSCO,0.0049662584015619515
2024-01-17,48.37994500864278,48.56290923644531,48.062160973893825,48.437721252441406,17370600,0.0,0.0,CSCO,CSCO,-0.005732422531095405
2024-01-18,48.437726801663594,48.91921514695541,48.41846682703618,48.87106704711914,18487500,0.0,0.0,CSCO,CSCO,0.008946452960065576
2024-01-19,48.871066414347546,49.48737090058697,48.8518064399695,49.3718147277832,22860900,0.0,0.0,CSCO,CSCO,0.010246301358250776
2024-01-22,49.64144940580066,49.86293361158651,49.50663325214532,49.660709381103516,20298700,0.0,0.0,CSCO,CSCO,0.005851408438461547
2024-01-23,49.48736577125785,49.901445993805446,49.40069773227198,49.843666076660156,15044300,0.0,0.0,CSCO,CSCO,0.0036841337515460815
2024-01-24,50.0747842718497,50.0747842718497,49.3140318599344,49.41033172607422,19458500,0.0,0.0,CSCO,CSCO,-0.00869386994767729
2024-01-25,49.83404226827301,50.61405468709317,49.83404226827301,50.39257049560547,18936600,0.0,0.0,CSCO,CSCO,0.019879218277195188
2024-01-26,50.47923464466474,50.67183071094072,50.06515806134837,50.20960235595703,13160300,0.0,0.0,CSCO,CSCO,-0.003630855458433002
2024-01-29,49.920709457382266,50.45034587779634,49.91108130725011,50.35404968261719,13492400,0.0,0.0,CSCO,CSCO,0.0028768864894828106
2024-01-30,50.36368063936917,50.479236814716636,50.07478836426824,50.305904388427734,14322100,0.0,0.0,CSCO,CSCO,-0.0009561354944223055
2024-01-31,49.93033561362221,50.01700365520824,48.21623842832548,48.322166442871094,29311800,0.0,0.0,CSCO,CSCO,-0.03943350128922396
2024-02-01,48.37031453853795,48.591798717376854,47.97549427652699,48.322166442871094,20635700,0.0,0.0,CSCO,CSCO,0.0
2024-02-02,48.283646496951924,48.514762499002735,47.782898220395346,48.322166442871094,20530400,0.0,0.0,CSCO,CSCO,0.0
2024-02-05,48.09105168119749,48.293279565756954,47.43622727753904,47.676971435546875,19602000,0.0,0.0,CSCO,CSCO,-0.013351947042502754
2024-02-06,48.44735788834039,48.736250156425626,47.94660957604255,48.129573822021484,19265800,0.0,0.0,CSCO,CSCO,0.009493102704446477
2024-02-07,48.43772554786588,48.48587364645585,47.628825001775226,47.92734909057617,16794400,0.0,0.0,CSCO,CSCO,-0.004201673012794949
2024-02-08,48.05253702110364,48.139205067834894,47.71549298449789,48.100685119628906,19599000,0.0,0.0,CSCO,CSCO,0.003616641277721211
2024-02-09,48.081425081373105,48.39920546998741,47.79253281714252,48.27402114868164,24076900,0.0,0.0,CSCO,CSCO,0.0036036083191255397
2024-02-12,48.17771839030123,48.341426323412634,47.69623008762474,48.13920211791992,19046300,0.0,0.0,CSCO,CSCO,-0.0027927864212198283
2024-02-13,47.78289838268789,48.09105060415945,47.32067005048055,47.80215835571289,23633700,0.0,0.0,CSCO,CSCO,-0.007001440559430638
2024-02-14,47.734752122553054,48.47624458194153,47.71549214878739,48.41846466064453,31176400,0.0,0.0,CSCO,CSCO,0.012892855179163387
2024-02-15,46.473252804770446,47.85030974643388,46.405844731273454,47.24363708496094,42766500,0.0,0.0,CSCO,CSCO,-0.024264040256495756
