date,open,high,low,close,volume,dividends,stock splits,symbol,ts_code,daily_return
2017-11-02,37.07853251598273,37.179928696527575,36.525466915581234,36.77895736694336,172600,0.0,0.0,POWI,POWI,
2017-11-03,36.82503196093244,36.96329655174203,36.31805476202255,36.94025421142578,222600,0.0,0.0,POWI,POWI,0.004385574144290194
2017-11-06,37.05547776474077,38.11552039676678,36.96329785132276,37.93116760253906,484400,0.0,0.0,POWI,POWI,0.026824758309508034
2017-11-07,37.88507434382039,37.88507434382039,36.90799191553568,37.19374084472656,215800,0.0,0.0,POWI,POWI,-0.019441182658535894
2017-11-08,37.33200454711914,37.42418092960293,36.96329198457677,37.33200454711914,248400,0.0,0.0,POWI,POWI,0.003717391670006842
2017-11-09,37.009383047219565,37.470271984214556,35.81106899798974,36.70980453491211,271600,0.0,0.0,POWI,POWI,-0.01666666496361624
2017-11-10,36.80198834037643,37.42418782758409,36.66372374116598,36.96329879760742,267400,0.0,0.0,POWI,POWI,0.0069053558281475524
2017-11-13,36.70980737124583,37.101562294699285,36.54849693409486,36.663719177246094,157200,0.0,0.0,POWI,POWI,-0.008104785830985395
2017-11-14,36.38718562397482,36.778944092191246,35.88020842054094,36.110652923583984,156200,0.0,0.0,POWI,POWI,-0.015084837710772847
2017-11-15,35.834124909458986,36.24892577244353,35.32714763972433,35.97239303588867,186600,0.0,0.0,POWI,POWI,-0.0038287839322067585
2017-11-16,36.20282015110858,36.87110756928066,36.20282015110858,36.640663146972656,235600,0.0,0.0,POWI,POWI,0.01857730483532949
2017-11-17,36.50242233276367,36.87113509018773,36.248935388801904,36.50242233276367,150600,0.0,0.0,POWI,POWI,-0.003772879700743248
2017-11-20,36.64067788314545,36.98634465562795,36.548501483671814,36.96329879760742,132600,0.0,0.0,POWI,POWI,0.012625914539103889
2017-11-21,37.33201224594959,37.65463316747928,37.21678998593123,37.58550262451172,228600,0.0,0.0,POWI,POWI,0.01683301672589277
2017-11-22,37.70071425162797,37.81593647914969,37.30895586501146,37.378089904785156,150000,0.0,0.0,POWI,POWI,-0.005518423467650968
2017-11-24,37.355049941425484,37.72375898312914,37.193735999607604,37.654624938964844,87600,0.0,0.0,POWI,POWI,0.007398319038883994
2017-11-27,37.49331921413702,37.56245326696892,36.70980932551938,36.755897521972656,161000,0.0,0.0,POWI,POWI,-0.023867650214255298
2017-11-28,37.00940448857089,37.378113741995996,36.45633533397486,37.23984909057617,121000,0.0,0.0,POWI,POWI,0.013166637226426303
2017-11-29,37.07362561357507,37.28138424062803,35.526964749753205,35.61930465698242,266400,0.07,0.0,POWI,POWI,-0.04351640710605997
2017-11-30,35.87322786688036,36.68118348120116,35.619301072966564,36.24258041381836,267600,0.0,0.0,POWI,POWI,0.017498257274759954
2017-12-01,36.05790900654831,36.05790900654831,34.164984873446926,35.827064514160156,252400,0.0,0.0,POWI,POWI,-0.011464854182948181
2017-12-04,36.2195000015124,36.62578856867942,34.69592844185849,34.76518249511719,175600,0.0,0.0,POWI,POWI,-0.029639101987361416
2017-12-05,34.67283630371094,35.38845552043263,34.488160035936936,34.67283630371094,207200,0.0,0.0,POWI,POWI,-0.002656283809792215
2017-12-06,34.51124885073942,34.834429705261755,34.3265725671236,34.488162994384766,126000,0.0,0.0,POWI,POWI,-0.005326166792602671
2017-12-07,34.51125699938752,35.06528245864193,34.46508879818432,34.81135559082031,227800,0.0,0.0,POWI,POWI,0.009371116591166961
2017-12-08,35.08836043957674,35.20378267786482,34.11881434243829,34.18806838989258,186600,0.0,0.0,POWI,POWI,-0.017904709263666052
2017-12-11,34.34966401418011,34.90368943279281,33.88797499120029,34.095733642578125,319600,0.0,0.0,POWI,POWI,-0.0027007886570670214
2017-12-12,34.095733642578125,34.34966401418011,34.026479584649614,34.095733642578125,146200,0.0,0.0,POWI,POWI,0.0
2017-12-13,34.09572759078423,34.46508015257323,33.403194179235165,33.54170227050781,200000,0.0,0.0,POWI,POWI,-0.01624928731195996
2017-12-14,33.541701422711014,33.81871407584748,33.195434725688685,33.357025146484375,144200,0.0,0.0,POWI,POWI,-0.005505895989835308
2017-12-15,33.40319519908753,34.71900801672319,33.40319519908753,34.34965896606445,890400,0.0,0.0,POWI,POWI,0.029757864054753558
2017-12-18,34.55741523750958,35.43462489709829,34.41891067383154,35.180694580078125,147000,0.0,0.0,POWI,POWI,0.02419341673332731
2017-12-19,35.06526048852372,35.52233490455726,34.211136972987106,34.25730514526367,158200,0.0,0.0,POWI,POWI,-0.026247049577507342
2017-12-20,34.488158608082806,34.71900305264135,34.09572375681463,34.30348587036133,233000,0.0,0.0,POWI,POWI,0.0013480548134721104
2017-12-21,34.41890391801409,35.4115320912958,33.84179287661483,34.9036750793457,296600,0.0,0.0,POWI,POWI,0.017496449522727664
2017-12-22,34.996022297816786,35.38845718377768,34.488161656965865,34.580501556396484,163600,0.0,0.0,POWI,POWI,-0.009259011328020761
2017-12-26,34.34967070999523,34.38198880700731,33.61096883371317,34.21116256713867,135600,0.0,0.0,POWI,POWI,-0.01068055616994068
2017-12-27,34.23422282032827,34.55740354866998,34.14188295336938,34.25730514526367,181800,0.0,0.0,POWI,POWI,0.001348757968526959
2017-12-28,34.44200712362734,34.71901988693206,34.11882615350656,34.21116256713867,215600,0.0,0.0,POWI,POWI,-0.0013469412707548534
2017-12-29,34.234226944908706,34.39581732854816,33.9110426552236,33.95721435546875,206000,0.0,0.0,POWI,POWI,-0.007422963518750714
2018-01-02,34.211141829666595,35.08835131707472,34.09571962138675,34.9036750793457,166800,0.0,0.0,POWI,POWI,0.027872154469718025
2018-01-03,34.949851109233215,35.80397846029839,34.90368292003141,35.52696228027344,297800,0.0,0.0,POWI,POWI,0.017857351683191913
2018-01-04,35.7578092342153,36.01173957608652,35.226869737878324,35.61930465698242,142400,0.0,0.0,POWI,POWI,0.0025992196006090484
2018-01-05,35.688557942049755,36.63501819461872,35.31920536586217,36.35800552368164,206200,0.0,0.0,POWI,POWI,0.020738778418416093
2018-01-08,36.265662398871484,36.773519454910854,35.84090595849793,36.54267501831055,122000,0.0,0.0,POWI,POWI,0.005079197606387531
2018-01-09,36.47341926696146,36.58884147983159,35.702399730366515,35.87322235107422,119400,0.0,0.0,POWI,POWI,-0.01831974990612706
2018-01-10,35.57312982843227,35.57312982843227,34.85751065113505,35.20377731323242,142000,0.0,0.0,POWI,POWI,-0.01866141355494233
2018-01-11,35.3191995864261,36.05790109551708,34.94984707067729,35.9655647277832,114600,0.0,0.0,POWI,POWI,0.021639365792273768
2018-01-12,36.01174421647238,36.75044595745693,35.767049594996976,36.26567459106445,117600,0.0,0.0,POWI,POWI,0.008344366772848666
2018-01-16,36.588849856632585,36.9351165745187,35.850148229623656,36.196414947509766,130800,0.0,0.0,POWI,POWI,-0.001909785060823066
2018-01-17,36.28874969482422,36.3349178839806,36.05790522663525,36.28874969482422,143800,0.0,0.0,POWI,POWI,0.002550936258421066
2018-01-18,36.26566162349586,36.473420203031544,35.73471872618562,35.7578010559082,144800,0.0,0.0,POWI,POWI,-0.01463121885931895
2018-01-19,35.98864711860864,35.98864711860864,35.48079005041097,35.66546630859375,264800,0.0,0.0,POWI,POWI,-0.002582226663493281
2018-01-22,35.619310239862315,35.85015476050639,35.388465719218246,35.68856430053711,176200,0.0,0.0,POWI,POWI,0.0006476290466386203
2018-01-23,35.78088852965716,35.965564787839945,35.34689985128861,35.66546630859375,308400,0.0,0.0,POWI,POWI,-0.0006472098947115645
2018-01-24,35.68855210217492,36.88894249474859,35.44847191021619,35.9655647277832,879200,0.0,0.0,POWI,POWI,0.00841425755078773
2018-01-25,36.311829669516214,36.311829669516214,35.08835348178835,35.296112060546875,245000,0.0,0.0,POWI,POWI,-0.018613712096648416
2018-01-26,35.64238782020162,36.030208394761466,35.434629188321,35.80398178100586,131800,0.0,0.0,POWI,POWI,0.014388828990223868
