date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol,ts_code,daily_return
2017-11-02,52.97094586109013,53.268950059150185,52.562343290467844,53.13070297241211,4100100,0.0,0.0,0.0,SOXX,SOXX,
2017-11-03,53.38876229694938,54.07386249638027,52.9494381903093,54.07079315185547,2683800,0.0,0.0,0.0,SOXX,SOXX,0.01769391569939316
2017-11-06,54.59613548540441,54.8603452039025,54.205963112083424,54.83576583862305,3057600,0.0,0.0,0.0,SOXX,SOXX,0.014147613566887873
2017-11-07,54.77433316669117,54.91565311751509,54.411812949513546,54.78662109375,1299300,0.0,0.0,0.0,SOXX,SOXX,-0.0008962169876075565
2017-11-08,54.73438850378996,55.00781683246175,54.51933397659609,54.96173095703125,1204500,0.0,0.0,0.0,SOXX,SOXX,0.0031962157874567687
2017-11-09,54.48554954975762,54.48554954975762,53.20136443870465,53.86188888549805,3302400,0.0,0.0,0.0,SOXX,SOXX,-0.020011052279140462
2017-11-10,54.04929715279504,54.252063787214425,53.895685746490116,54.21826934814453,1166400,0.0,0.0,0.0,SOXX,SOXX,0.006616560800607907
2017-11-13,54.009338353803514,54.43637447042422,53.93253443508477,54.37493133544922,1308900,0.0,0.0,0.0,SOXX,SOXX,0.0028894686087956867
2017-11-14,54.273558509442076,54.479397973466114,53.92639910457756,54.32578659057617,801900,0.0,0.0,0.0,SOXX,SOXX,-0.0009038125412952347
2017-11-15,53.9417593159669,54.06464560027166,53.40104841427892,53.837303161621094,1175700,0.0,0.0,0.0,SOXX,SOXX,-0.008991741484325133
2017-11-16,54.061570246634744,54.86341798134701,54.061570246634744,54.63914489746094,1093500,0.0,0.0,0.0,SOXX,SOXX,0.014893794613610067
2017-11-17,54.96171587308903,54.96786159235541,54.30733740552711,54.399505615234375,1887300,0.0,0.0,0.0,SOXX,SOXX,-0.004385853451335686
2017-11-20,54.70674249833167,55.13685157400297,54.56542255214657,55.04775619506836,1792800,0.0,0.0,0.0,SOXX,SOXX,0.011916479249260759
2017-11-21,55.41028007495286,55.74822444933104,55.30275455683376,55.67756271362305,3603000,0.0,0.0,0.0,SOXX,SOXX,0.011441093372142053
2017-11-22,55.87418011197476,55.87725297261438,55.25666872604742,55.33961486816406,1203900,0.0,0.0,0.0,SOXX,SOXX,-0.00606973130625732
2017-11-24,55.57617010300304,55.87417426842036,55.49936617433926,55.83730697631836,556800,0.0,0.0,0.0,SOXX,SOXX,0.008993414741681027
2017-11-27,55.499376314000116,55.499376314000116,55.04468783200753,55.13685607910156,1692900,0.0,0.0,0.0,SOXX,SOXX,-0.012544496415521467
2017-11-28,55.354962773914586,55.354962773914586,54.82347054818406,55.16141128540039,1971300,0.0,0.0,0.0,SOXX,SOXX,0.0004453501350094591
2017-11-29,55.09998490050791,55.115345687965466,52.19675036486532,52.73131561279297,5576700,0.0,0.0,0.0,SOXX,SOXX,-0.04405426938832868
2017-11-30,53.31195066186707,53.56387243901617,52.68522083686261,53.013946533203125,4293300,0.0,0.0,0.0,SOXX,SOXX,0.005359830626747941
2017-12-01,52.513191836107616,52.75282576235816,51.15527914550465,52.43946075439453,4877700,0.0,0.0,0.0,SOXX,SOXX,-0.01083650277665682
2017-12-04,53.06310640286497,53.12762240382098,50.860336758016864,51.17984390258789,4886400,0.0,0.0,0.0,SOXX,SOXX,-0.02402040054733179
2017-12-05,50.92179100721736,52.153744530405326,50.55005570557498,51.21979522705078,5340300,0.0,0.0,0.0,SOXX,SOXX,0.000780606610268908
2017-12-06,50.715941805564846,51.4778458595292,50.50088379041572,51.38568115234375,2170500,0.0,0.0,0.0,SOXX,SOXX,0.0032387073114528153
2017-12-07,51.76355782564272,52.04620115999836,51.551576203840476,51.886444091796875,2917500,0.0,0.0,0.0,SOXX,SOXX,0.00974518442148331
2017-12-08,52.479385654652056,52.5039650202956,51.57308878733711,51.619171142578125,1965900,0.0,0.0,0.0,SOXX,SOXX,-0.00515111324156059
2017-12-11,51.70212760042644,52.06464780146,51.55773127944449,51.92947006225586,5248200,0.0,0.0,0.0,SOXX,SOXX,0.006011311549746656
2017-12-12,51.81886096742102,51.81886096742102,51.35188818221232,51.42254638671875,1307700,0.0,0.0,0.0,SOXX,SOXX,-0.009761772552837167
2017-12-13,51.60074352642646,51.86802614025576,51.3826161337693,51.41333770751953,980100,0.0,0.0,0.0,SOXX,SOXX,-0.00017907863080068864
2017-12-14,51.44712174179054,51.702116377744375,51.23514011307896,51.36109924316406,889200,0.0,0.0,0.0,SOXX,SOXX,-0.0010160488831253423
2017-12-15,51.62838116794883,52.30119333319924,51.34573782785714,52.166015625,3382500,0.0,0.0,0.0,SOXX,SOXX,0.015671712515830993
2017-12-18,52.80504131769894,53.31195779980747,52.5346893764329,53.284305572509766,3488700,0.0,0.0,0.0,SOXX,SOXX,0.021437135539518426
2017-12-19,53.27723442650621,53.424970115692815,52.95406018483157,53.227989196777344,2278500,0.105667,0.0,0.0,SOXX,SOXX,-0.001056903625323291
2017-12-20,53.78813989631286,53.85277402309038,53.15718401631773,53.615779876708984,1342200,0.0,0.0,0.0,SOXX,SOXX,0.0072854655188649975
